neighbourhood_cleansed,id,price,latitude,longitude,people,rooms,review.num,ratings.old,superhost,no.private,living
Lake View,14595303,110,41.95006097,-87.67207015,8,2,111,98,1,0,1
Loop,14595542,120,41.88691747,-87.61730477,3,1,1,100,0,0,1
Lower West Side,14600945,99,41.85374982,-87.65536383,8,3,155,95,0,0,1
Lake View,14604989,195,41.9461003,-87.65072598,4,2,84,100,1,0,1
Grand Boulevard,14606314,120,41.81323563,-87.61206071,6,1,41,98,1,0,1
Hyde Park,14608228,50,41.80211891,-87.59738592,3,1,130,96,0,0,1
Logan Square,14611960,200,41.9208428,-87.67818817,8,3,33,96,0,0,1
West Town,14615244,70,41.90258967,-87.6899597,4,1,93,98,1,0,1
Kenwood,14619020,25,41.80369798,-87.59548528,2,1,47,97,0,1,0
Logan Square,14631349,214,41.92110937,-87.68305477,10,4,13,95,0,0,1
Kenwood,14632053,18,41.80397135,-87.59656564,4,1,53,94,0,1,0
Lower West Side,14632930,100,41.85739318,-87.65498384,3,1,52,99,1,0,1
Kenwood,14646743,20,41.80285614,-87.59476383,3,1,63,94,0,1,0
Logan Square,14650354,127,41.92133849,-87.68401097,5,2,11,91,0,0,1
Logan Square,14650845,121,41.92246893,-87.68301685,5,2,13,100,0,0,1
Norwood Park,14666990,50,41.99570478,-87.79987297,2,1,31,99,1,0,0
Hyde Park,14667705,77,41.80108855,-87.59723161,2,1,15,99,1,0,0
Lincoln Square,14668906,129,41.97630755,-87.68684801,6,2,96,90,0,0,1
Lincoln Square,14669492,119,41.97632846,-87.6871065,6,3,87,93,0,0,1
Edgewater,14669774,90,41.98677478,-87.66182297,2,1,144,96,1,0,1
Lake View,14670612,60,41.93975548,-87.64620212,2,1,14,94,0,0,0
Kenwood,14702468,52,41.80437434,-87.5961052,2,1,63,95,0,0,0
Near North Side,14711066,100,41.88999899,-87.63133078,3,2,268,98,1,0,0
Lake View,14711343,90,41.94041314,-87.65891779,2,1,90,96,0,0,0
Irving Park,14715067,95,41.95002621,-87.70998513,2,1,11,98,0,0,0
Near North Side,14715864,100,41.91093476,-87.63864938,2,1,18,100,1,0,1
Albany Park,14716576,140,41.96544537,-87.70551349,7,3,3,100,0,0,1
West Town,14720787,185,41.90409457,-87.66244625,4,1,17,99,0,0,1
Near South Side,14728382,128,41.86596033,-87.62669543,4,1,76,86,0,0,1
North Center,14732833,400,41.93412936,-87.67761532,6,2,6,100,0,0,1
Near North Side,14738139,113,41.89513379,-87.6168094,2,0,2,100,1,0,1
Near West Side,14741430,130,41.87702759,-87.66599137,2,1,118,99,1,0,1
West Ridge,14745385,125,42.01629148,-87.69062548,10,3,34,80,0,0,1
Near North Side,14745479,81,41.90295938,-87.63014818,3,1,32,98,1,0,1
Lower West Side,14747242,41,41.85296664,-87.68362686,2,1,7,94,0,0,0
Edgewater,14747731,50,41.98994678,-87.67161043,2,1,12,98,1,0,0
Lincoln Park,14747908,98,41.92624668,-87.66617006,4,2,22,95,0,0,1
Lincoln Park,14748152,98,41.92454305,-87.66795252,4,2,18,87,0,0,1
Lower West Side,14749600,60,41.85643605,-87.64679803,3,1,112,98,1,0,0
South Lawndale,14753428,75,41.85493689,-87.69080711,3,1,47,97,1,0,1
Near West Side,14756092,241,41.8839701,-87.6600989,4,2,40,94,0,0,1
East Garfield Park,14760085,400,41.88140354,-87.7056691,14,5,33,97,1,0,1
Logan Square,14760639,55,41.92173055,-87.69566265,2,1,91,94,1,0,0
West Town,14770316,290,41.90416523,-87.681688,10,5,53,93,0,0,1
West Town,14774756,169,41.8979799,-87.67877879,3,1,42,100,1,0,1
Uptown,14789464,71,41.97071932,-87.65830033,4,2,28,99,0,0,1
Near North Side,14801668,500,41.89938845,-87.63653095,7,2,41,96,0,0,1
Mckinley Park,14805972,69,41.83258392,-87.67673135,2,0,76,97,1,0,1
Lincoln Park,14806237,75,41.92782555,-87.6453104,2,1,57,98,0,0,0
Near West Side,14806923,149,41.88194865,-87.67864976,6,2,121,97,1,0,1
West Town,14807426,99,41.8968686,-87.70136214,7,3,10,90,1,0,1
Logan Square,14808072,300,41.92112727,-87.70213607,8,1,1,100,0,0,1
Near North Side,14815127,247,41.8943604,-87.61720446,6,2,1,100,0,0,1
Edgewater,14820556,145,41.99617606,-87.669925,5,2,47,98,1,0,1
Irving Park,14820957,52,41.96384892,-87.73555902,1,1,5,88,0,0,0
Humboldt Park,14822796,115,41.9014145,-87.70749643,3,2,11,84,0,0,1
West Town,14838457,400,41.89854594,-87.69530569,8,3,17,96,0,0,1
Lincoln Park,14841279,275,41.92179032,-87.64785476,10,4,42,94,0,0,1
Lincoln Square,14843458,69,41.96214954,-87.67932954,3,1,28,91,0,0,1
West Town,14844219,63,41.89919524,-87.66277052,3,1,57,95,0,0,0
Near North Side,14854439,429,41.89833501,-87.61937564,6,2,16,85,0,0,1
West Town,14855621,54,41.89462195,-87.67127373,2,2,74,97,0,0,1
South Chicago,14855816,20,41.73812771,-87.56415128,1,1,3,87,0,1,0
Grand Boulevard,14855907,75,41.81269422,-87.61059112,2,1,51,98,1,0,0
South Chicago,14856790,20,41.73964487,-87.56397309,3,1,6,100,0,1,0
South Chicago,14857073,20,41.7394294,-87.5643077,6,1,5,68,0,1,0
South Chicago,14857205,20,41.73959754,-87.56409177,3,1,1,100,0,1,0
South Chicago,14857315,20,41.73966688,-87.5639,2,1,2,90,0,1,0
South Chicago,14857431,20,41.73976248,-87.56511156,1,1,0,,0,1,0
South Chicago,14857529,20,41.73916482,-87.56546966,3,1,2,100,0,1,0
Calumet Heights,14858693,98,41.73030128,-87.58788959,5,1,29,100,0,0,1
West Town,14859319,200,41.90032894,-87.66157743,5,2,5,92,0,0,1
Loop,14864741,198,41.86878005,-87.62717733,4,2,11,98,0,0,1
Lake View,14869870,75,41.94265215,-87.64253136,2,1,52,93,0,0,0
Lake View,14871197,215,41.93421806,-87.64997985,6,3,72,100,0,0,1
Lincoln Park,14871225,110,41.92450662,-87.63937786,3,1,17,95,0,0,1
Rogers Park,14872218,90,42.00403026,-87.66078361,3,1,0,,0,0,1
South Shore,14873575,45,41.75244878,-87.57388397,1,1,19,98,1,0,0
Logan Square,14883494,366,41.91972621,-87.6959854,4,2,10,92,0,0,1
Lake View,14885789,550,41.94870042,-87.65062224,8,3,10,100,0,0,1
Logan Square,14895510,45,41.91515101,-87.68791142,2,1,68,97,0,0,0
Lake View,14899316,549,41.95287798,-87.65509452,10,4,49,96,0,0,1
Uptown,14899813,109,41.9748763,-87.66818642,2,1,27,93,0,0,0
Uptown,14902763,94,41.96032879,-87.63659513,2,1,7,91,0,0,1
Lake View,14903061,48,41.9333122,-87.66132337,2,1,73,97,0,0,0
West Town,14914810,26,41.90003606,-87.70609507,3,1,26,94,0,0,0
West Town,14927953,165,41.89188997,-87.65667856,4,2,2,100,0,0,1
Englewood,14933755,20,41.77629419,-87.65346908,4,1,3,73,0,1,0
West Town,14942768,85,41.90059806,-87.68596124,2,1,64,98,0,0,0
Near North Side,14942835,99,41.89492587,-87.6298318,6,2,178,95,0,0,1
Near North Side,14943884,211,41.90817355,-87.63497914,6,3,79,87,0,0,1
Near North Side,14945527,127,41.90873909,-87.63323061,4,2,69,88,0,0,1
Logan Square,14947241,55,41.93129994,-87.68945293,2,0,19,97,1,0,1
West Town,14950449,175,41.90999283,-87.67476262,2,1,9,98,0,0,0
West Ridge,14950882,45,42.01651377,-87.69067546,4,1,17,87,0,0,0
Near West Side,14950987,175,41.88741376,-87.64936726,5,1,14,97,0,0,1
Albany Park,14951857,100,41.97021229,-87.70568287,8,2,1,100,0,0,1
West Town,14953634,135,41.88956829,-87.65658587,2,1,33,100,0,0,0
West Ridge,14958355,45,42.01636733,-87.69220808,2,1,10,74,0,0,0
West Town,14963271,89,41.89694324,-87.67735434,2,0,93,95,1,0,1
West Town,14964829,103,41.90627026,-87.68093264,3,2,34,96,1,0,1
Avondale,14968345,35,41.93413027,-87.72064511,2,1,59,96,1,0,0
Edgewater,14969057,260,41.98942151,-87.66206921,7,3,44,98,1,0,1
Near South Side,14978355,95,41.8575399,-87.62769474,2,1,53,98,1,0,0
West Town,14979958,119,41.90816934,-87.66618672,10,4,48,87,0,0,1
Near West Side,14980579,99,41.88018809,-87.64246601,3,1,114,90,0,0,1
Near North Side,14980727,300,41.88781253,-87.63442161,4,2,0,,0,0,1
Greater Grand Crossing,14993878,50,41.75953845,-87.60354303,1,1,0,,0,0,0
Loop,15006644,312,41.8876909,-87.62594784,4,1,0,,0,0,1
Loop,15006829,390,41.88798494,-87.6248487,6,2,0,,0,0,1
Lincoln Square,15007764,70,41.96951124,-87.6956229,2,1,67,98,1,0,0
West Town,15008013,99,41.91077703,-87.68634967,4,2,3,100,0,0,1
Brighton Park,15009956,70,41.80966715,-87.69840935,4,2,25,93,0,0,1
Douglas,15010784,120,41.82888187,-87.62017973,2,1,55,99,1,0,1
West Town,15019977,150,41.89072541,-87.65728816,4,1,50,100,1,0,1
West Town,15022766,150,41.89316139,-87.64815952,3,0,84,95,1,0,1
Logan Square,15024671,99,41.92254551,-87.68427446,5,3,21,95,0,0,1
Edgewater,15026222,149,41.99073768,-87.66427676,5,2,4,100,0,0,1
Lake View,15028762,222,41.94355582,-87.65041927,4,0,2,100,1,0,1
Hyde Park,15028822,70,41.79822037,-87.59989149,2,1,122,97,1,0,0
East Garfield Park,15036548,99,41.88612612,-87.70891305,10,2,88,91,0,0,1
Lincoln Park,15037503,129,41.91614048,-87.6347335,4,1,87,87,0,0,1
Lake View,15039647,123,41.95005611,-87.6640529,7,2,31,97,0,0,1
West Town,15041932,59,41.90648771,-87.68967687,2,1,59,95,1,0,0
West Town,15042311,39,41.90701249,-87.68934839,2,1,56,94,1,1,0
Near South Side,15042381,229,41.86469111,-87.62577436,5,2,190,94,0,0,1
Near South Side,15042524,129,41.86459023,-87.62640895,5,2,171,94,0,0,1
Near South Side,15042572,99,41.86321449,-87.62726544,5,2,59,92,0,0,1
Near South Side,15042622,100,41.86437201,-87.62599213,5,2,180,94,0,0,1
Lincoln Park,15050599,185,41.92013011,-87.65119425,2,1,30,99,1,0,1
Rogers Park,15053294,185,42.01218902,-87.66929005,6,3,80,99,1,0,1
Douglas,15055798,275,41.8244419,-87.62264956,10,4,80,88,0,0,1
West Lawn,15057679,60,41.77664708,-87.73425676,2,1,51,96,0,0,0
West Town,15058843,125,41.90105708,-87.67151679,4,1,81,96,1,0,1
Garfield Ridge,15059368,90,41.80850342,-87.75181491,4,1,59,96,1,0,1
East Garfield Park,15060526,96,41.88623798,-87.71098162,10,2,70,85,0,0,1
Lake View,15072599,100,41.94116698,-87.66532456,5,2,131,98,1,0,1
Loop,15082151,500,41.88377418,-87.62610141,4,1,0,,0,0,1
Edgewater,15084656,80,41.99365862,-87.66117162,3,1,8,74,0,0,0
Albany Park,15086729,65,41.96775933,-87.70980392,2,1,34,99,0,0,0
Lake View,15088466,55,41.94648919,-87.65396534,2,1,58,99,1,0,0
Norwood Park,15094729,38,41.983206,-87.82046913,2,1,120,94,0,0,0
West Town,15098596,94,41.89544056,-87.67931659,6,3,66,97,1,0,1
Lake View,15111314,115,41.95786779,-87.6681086,4,2,52,97,0,0,1
Greater Grand Crossing,15112347,70,41.76507614,-87.63261787,4,2,67,98,1,0,1
Lake View,15114450,146,41.94365827,-87.65005798,4,1,25,99,1,0,1
Lake View,15115183,175,41.94344258,-87.65625323,5,1,22,96,0,0,1
Lake View,15115673,77,41.94875033,-87.66033929,2,1,97,99,1,0,0
Loop,15116366,130,41.88260511,-87.62462787,2,0,131,89,0,0,1
Logan Square,15116890,65,41.92853291,-87.71820835,3,1,137,96,1,0,1
Lincoln Park,15122395,68,41.92254881,-87.66557407,3,1,43,100,1,0,1
Lake View,15126231,199,41.94995999,-87.65350199,10,3,103,97,0,0,1
Logan Square,15126288,45,41.91827706,-87.6932991,2,1,108,98,1,0,0
Oakland,15131755,99,41.82483224,-87.60416538,2,1,3,100,0,0,0
Lake View,15132653,260,41.94448133,-87.6644737,5,2,51,99,1,0,1
West Town,15133725,49,41.90656968,-87.6683477,2,1,32,84,0,0,0
Lake View,15142737,129,41.9412437,-87.6595352,6,2,113,97,1,0,1
Avondale,15142809,75,41.93436018,-87.7123229,2,1,37,99,1,0,0
West Town,15144164,120,41.89520772,-87.67874393,8,3,33,100,1,0,1
Near West Side,15146320,113,41.88816312,-87.64114434,2,1,1,100,0,0,1
West Town,15149053,149,41.89474464,-87.65988331,2,1,59,100,1,0,0
Near North Side,15162267,200,41.89695324,-87.63258069,4,2,1,100,1,0,1
West Town,15165071,149,41.89954094,-87.6673496,6,2,86,97,0,0,1
Lake View,15166761,250,41.94958165,-87.6646883,5,3,18,100,0,0,1
Lake View,15177167,67,41.93667398,-87.65938285,2,1,29,99,1,0,0
Lake View,15189549,75,41.95692151,-87.6707914,2,1,56,95,1,0,1
Loop,15207942,150,41.86917,-87.63291171,4,2,2,100,0,0,1
North Center,15216226,1800,41.94464916,-87.68397237,10,5,1,,0,0,1
West Town,15216611,225,41.90290686,-87.66624414,8,2,24,95,0,0,1
Albany Park,15216905,65,41.96537737,-87.70073451,1,1,6,97,0,0,0
West Town,15217088,600,41.89462894,-87.6594265,10,3,59,99,1,0,1
Lake View,15219844,1200,41.93880295,-87.65367123,4,2,7,94,0,0,1
Kenwood,15224504,58,41.80301887,-87.59653135,3,1,53,97,0,0,0
Lake View,15230450,350,41.95156029,-87.657351,4,2,27,95,0,0,1
Avondale,15230616,40,41.93457325,-87.73141116,1,1,11,89,0,0,0
Greater Grand Crossing,15233684,48,41.7653181,-87.6310994,2,1,5,95,0,1,0
South Shore,15234818,120,41.76917826,-87.57060858,5,1,162,83,0,0,1
Lake View,15247678,100,41.93898656,-87.66434617,2,1,17,78,0,0,0
Hyde Park,15250951,85,41.79073903,-87.59575274,5,2,87,94,0,0,0
Near South Side,15253623,200,41.86744612,-87.62405408,2,1,20,100,1,0,0
Lake View,15256305,550,41.9360309,-87.64278644,6,2,1,100,0,0,1
Loop,15256339,350,41.88735561,-87.61716961,6,2,7,100,0,0,1
Rogers Park,15256715,125,42.00004495,-87.66206001,6,3,88,98,1,0,1
Avondale,15257492,40,41.93573882,-87.73036998,1,1,8,91,0,0,0
North Center,15266764,200,41.9489788,-87.67811504,5,3,43,98,1,0,1
West Town,15270023,59,41.90013843,-87.68488818,5,1,3,100,0,0,1
Loop,15270096,150,41.88388572,-87.63528228,4,1,0,,1,0,1
Loop,15270555,89,41.88399098,-87.63442319,2,0,4,95,1,0,1
Humboldt Park,15271428,100,41.89522613,-87.70819743,7,3,20,98,0,0,1
North Lawndale,15272414,110,41.85681428,-87.69275338,4,2,64,96,0,0,1
Lake View,15283809,149,41.94088104,-87.64741576,6,2,183,98,1,0,1
Near West Side,15285200,99,41.88680868,-87.64118782,3,1,119,97,1,0,1
Edgewater,15286045,78,41.98861401,-87.66870718,5,2,51,97,1,0,1
Lincoln Park,15287161,224,41.91731378,-87.65219738,7,3,15,91,0,0,1
Lake View,15287352,3000,41.9511223,-87.67020006,16,6,12,100,1,0,1
West Town,15289169,159,41.89728285,-87.68809825,9,3,91,98,1,0,1
Near West Side,15289972,169,41.88068709,-87.64117903,4,1,198,98,1,0,1
Near West Side,15293047,60,41.87089975,-87.66517848,2,1,9,100,1,0,0
Near West Side,15295689,60,41.87285266,-87.66521513,2,1,2,80,1,0,0
Lake View,15296005,600,41.95025416,-87.65782455,4,2,1,100,0,0,1
West Town,15300708,108,41.89459129,-87.66472397,4,2,70,93,0,0,1
Grand Boulevard,15300771,75,41.8144207,-87.61124863,2,1,52,99,1,0,0
Near West Side,15302256,60,41.87217899,-87.66400897,2,1,12,100,1,0,0
West Town,15309795,90,41.89998874,-87.69580972,3,1,4,100,0,0,0
Oakland,15310719,65,41.81809422,-87.59959771,2,1,63,100,0,0,0
Avondale,15314428,40,41.93602791,-87.72999642,1,1,33,93,0,0,0
Humboldt Park,15314872,95,41.89688836,-87.71890262,6,2,43,99,1,0,1
Lake View,15321401,200,41.93838887,-87.64710617,4,2,6,100,0,0,1
Near South Side,15322642,115,41.86646205,-87.62714301,2,0,94,94,0,0,1
Lake View,15326642,75,41.94316259,-87.65164351,2,1,9,100,0,0,0
Lincoln Square,15328005,76,41.97583774,-87.67616589,3,1,24,92,0,0,1
Avondale,15328919,126,41.93650958,-87.72409029,6,2,65,98,1,0,1
Near North Side,15329980,169,41.8930724,-87.61940534,3,1,8,91,0,0,1
Armour Square,15336071,85,41.84599819,-87.63276814,8,4,49,95,1,0,1
Lincoln Park,15336197,200,41.93046384,-87.652409,2,0,15,100,0,0,1
Lincoln Park,15338402,1500,41.93128574,-87.65677839,8,3,0,,0,0,1
West Town,15342084,150,41.89686319,-87.67670802,4,1,91,99,1,0,1
Hermosa,15343764,75,41.93489227,-87.73315505,4,2,47,97,1,0,1
Logan Square,15355696,220,41.91898659,-87.69204404,6,3,45,98,1,0,1
Lake View,15359703,175,41.94926384,-87.67009737,5,3,25,100,1,0,1
Lincoln Park,15360554,150,41.92092387,-87.66547125,6,3,72,96,1,0,1
North Center,15360917,55,41.93969011,-87.68455955,2,1,38,98,1,0,0
West Town,15371946,131,41.90505196,-87.6765633,2,1,22,89,0,0,1
West Town,15374359,198,41.91334653,-87.67618464,4,2,7,91,0,0,1
Lincoln Park,15374367,400,41.93065095,-87.64200763,4,2,19,95,0,0,1
West Town,15375047,131,41.9058264,-87.67802746,4,2,30,93,0,0,1
Logan Square,15378775,74,41.92158846,-87.69694302,2,1,32,89,0,0,0
Belmont Cragin,15379201,57,41.93721015,-87.77854356,3,1,14,99,0,1,0
Near North Side,15380469,135,41.89004798,-87.61929102,4,1,124,94,0,0,1
West Lawn,15392930,33,41.7541221,-87.73056001,4,1,22,99,1,0,0
Near North Side,15393972,155,41.90128719,-87.63668728,6,2,124,93,1,0,1
West Town,15395539,92,41.89578203,-87.69304446,1,1,3,100,0,0,0
Logan Square,15399186,105,41.91759185,-87.67350341,4,1,74,93,0,0,1
Lake View,15405332,168,41.94681697,-87.66673412,5,3,90,99,1,0,1
Lincoln Park,15406653,400,41.9159174,-87.65655841,8,4,1,100,0,0,1
South Lawndale,15409046,29,41.84371585,-87.72124646,2,1,165,91,0,1,0
Loop,15409311,205,41.86818274,-87.62661644,2,1,27,92,0,0,1
Loop,15409971,202,41.86820156,-87.62726327,2,1,27,93,0,0,1
Lake View,15411835,200,41.94107812,-87.6515186,4,1,9,98,0,0,1
Loop,15417755,91,41.86872883,-87.62738676,2,1,22,91,0,0,1
Loop,15418792,88,41.86834479,-87.62576403,2,0,33,87,0,0,1
Loop,15419174,88,41.86844852,-87.62523615,2,0,31,93,0,0,1
Portage Park,15420226,250,41.93889183,-87.75537507,9,3,8,100,0,0,1
Lake View,15422670,25,41.94583915,-87.66307658,4,1,1,,0,0,0
Washington Park,15423943,37,41.79472586,-87.6209476,3,1,141,97,1,0,0
West Town,15436230,29,41.90704347,-87.69002515,1,1,62,96,1,1,0
Near North Side,15448910,359,41.89056235,-87.62648924,2,0,1,80,0,0,1
Near North Side,15461426,399,41.91036121,-87.64091866,16,3,45,87,0,0,1
Rogers Park,15464357,40,42.02104683,-87.67299898,1,1,50,97,1,0,0
Near North Side,15470240,600,41.89123615,-87.62655133,2,1,10,86,0,0,0
Edgewater,15479556,100,41.98930229,-87.66224305,4,2,40,97,1,0,0
Near West Side,15480695,15,41.87139036,-87.6581312,1,1,166,89,0,0,0
North Center,15484487,180,41.94931537,-87.67500554,8,3,61,99,1,0,1
Archer Heights,15484924,27,41.80193956,-87.7204329,4,1,277,94,0,0,0
Lake View,15484960,245,41.93594612,-87.65700381,4,2,16,95,1,0,1
North Center,15485611,250,41.95697086,-87.67728273,4,1,9,100,0,0,1
Near North Side,15486188,91,41.89390221,-87.62985921,6,2,165,93,0,0,1
Uptown,15492694,58,41.96046747,-87.65641174,3,1,88,94,0,0,0
Logan Square,15495723,99,41.9164487,-87.71304413,4,2,97,91,0,0,1
West Town,15496152,99,41.90063134,-87.66315756,3,0,103,99,1,0,1
Near North Side,15496483,200,41.8987933,-87.63144495,4,2,2,100,0,0,1
Lake View,15499602,51,41.94367772,-87.64587269,2,1,66,98,0,0,0
Portage Park,15500042,125,41.95655375,-87.7541776,2,1,17,99,1,0,1
Irving Park,15500209,131,41.95907435,-87.71065741,4,3,56,97,1,0,1
Lake View,15507289,300,41.95263816,-87.66615836,4,2,7,94,0,0,0
Uptown,15507297,65,41.97408839,-87.6671845,2,1,47,100,1,0,0
Irving Park,15507789,299,41.95964122,-87.71271185,10,4,95,96,1,0,1
Lake View,15508656,399,41.94419742,-87.66231504,8,3,28,100,1,0,1
Lake View,15510564,156,41.9440833,-87.65216105,3,1,21,95,0,0,1
Lake View,15510883,700,41.94998795,-87.6580009,6,2,3,100,0,0,1
Edgewater,15511129,79,41.98771209,-87.6552133,2,0,4,95,0,0,1
Logan Square,15511261,149,41.9212201,-87.71331941,4,2,17,98,0,0,1
Logan Square,15513312,100,41.92712853,-87.71786588,6,2,62,96,1,0,1
West Town,15519276,32,41.89773745,-87.69098742,2,1,14,94,0,0,0
West Town,15524009,169,41.89830715,-87.70190214,16,5,22,97,1,0,1
Edgewater,15528080,117,41.98319545,-87.67002038,6,2,44,98,1,0,1
Lake View,15531811,70,41.93896417,-87.66007754,2,1,6,97,0,0,0
Lake View,15535351,110,41.95229595,-87.65561601,2,1,38,99,1,0,0
West Town,15535757,95,41.8974537,-87.66439107,3,1,9,98,0,0,1
Albany Park,15545081,45,41.96736181,-87.71938595,2,1,82,92,0,0,1
Logan Square,15545603,48,41.92396779,-87.70702269,1,1,2,80,0,0,0
Lake View,15546992,275,41.95287443,-87.65395266,2,1,35,95,0,0,1
Lake View,15549085,144,41.95187373,-87.65159409,3,1,61,97,1,0,1
West Ridge,15549146,40,41.99896399,-87.68935372,2,1,52,97,0,0,0
Logan Square,15551602,204,41.91538558,-87.70240833,8,3,27,99,1,0,1
Lincoln Park,15552534,150,41.92629163,-87.63773162,2,1,4,100,0,0,0
Logan Square,15552589,150,41.92704862,-87.71256419,5,2,46,100,1,0,1
Logan Square,15553636,75,41.92225467,-87.68885379,4,3,16,99,0,0,1
Lake View,15560008,700,41.94417798,-87.65609687,7,3,3,100,0,0,1
Loop,15563455,90,41.87418056,-87.62989986,2,1,119,98,1,0,0
Near North Side,15564251,60,41.89584408,-87.63861562,3,1,30,96,0,0,0
Logan Square,15564311,150,41.92561404,-87.70331928,10,2,58,96,0,0,1
Logan Square,15564415,95,41.91523776,-87.69336111,2,0,110,95,1,0,1
Forest Glen,15566486,430,41.98985937,-87.74263633,12,3,27,88,0,0,1
Logan Square,15567221,50,41.92131,-87.6983869,2,1,34,99,1,1,0
Logan Square,15581842,60,41.92911929,-87.70693903,2,1,109,97,1,0,0
Logan Square,15584976,99,41.9153811,-87.69450017,6,2,88,95,0,0,1
Loop,15585578,250,41.87561964,-87.63065881,2,1,2,100,0,0,1
Lincoln Park,15596076,220,41.93181924,-87.66504464,4,2,3,100,0,0,1
Uptown,15596773,65,41.9699326,-87.65634332,2,1,56,98,1,0,0
Armour Square,15597127,88,41.84760566,-87.63161171,4,1,84,91,0,0,0
Logan Square,15599771,100,41.92413456,-87.69912644,2,1,67,95,1,0,1
Lake View,15599810,350,41.94978942,-87.65322721,6,2,12,97,0,0,1
Lincoln Park,15600689,67,41.9175412,-87.64042801,2,1,56,95,1,0,0
Loop,15600903,170,41.87246347,-87.63056301,4,2,1,100,0,0,1
West Town,15610653,185,41.89081546,-87.67637965,5,2,6,100,0,0,1
Lake View,15617157,99,41.95009789,-87.6576861,6,3,3,,0,0,1
Near North Side,15631990,70,41.90780938,-87.633277,3,2,100,98,1,0,0
Lincoln Park,15635466,900,41.91387958,-87.65422549,10,4,56,100,1,0,1
West Ridge,15635691,165,41.99156283,-87.69315609,4,2,10,98,0,0,1
Avondale,15638952,50,41.93851742,-87.7155743,2,1,10,98,0,0,0
North Center,15641641,143,41.95022411,-87.67865342,4,1,111,99,1,0,1
Lincoln Park,15642244,90,41.91145217,-87.64904163,4,1,6,97,0,0,1
Near South Side,15644082,150,41.86527545,-87.62445731,7,2,50,99,1,0,1
Lincoln Park,15644173,275,41.93128721,-87.65230009,6,2,6,93,0,0,1
Near West Side,15646603,53,41.86883703,-87.68682092,2,1,24,97,0,0,0
Lake View,15646810,400,41.95306535,-87.65604743,5,2,5,100,0,0,1
Uptown,15647142,80,41.97497861,-87.66562957,2,1,31,99,1,0,0
Uptown,15647811,175,41.97352071,-87.66706122,4,2,18,100,1,0,1
Lincoln Park,15649128,69,41.92244741,-87.64600525,4,1,8,98,1,0,1
Lincoln Park,15649553,99,41.92231675,-87.64575259,6,2,50,98,1,0,1
Near North Side,15650827,199,41.89843194,-87.63818079,10,2,54,90,0,0,1
Loop,15656129,86,41.88599193,-87.62479531,3,0,1,,0,0,1
Near North Side,15656727,199,41.8979422,-87.63805979,10,2,49,92,0,0,1
Near North Side,15656999,599,41.89980171,-87.63823006,14,3,64,92,0,0,1
Near North Side,15657261,300,41.90635359,-87.62621586,2,1,6,100,0,0,1
Near North Side,15657331,999,41.89950539,-87.63836697,16,7,16,89,0,0,1
Lake View,15658650,50,41.94596786,-87.65476272,2,1,105,99,1,0,0
Edgewater,15659073,75,41.98139134,-87.67069767,2,1,79,100,1,0,1
Lake View,15662022,500,41.94238819,-87.66705025,4,1,15,100,1,0,0
Lincoln Park,15662488,285,41.92016503,-87.64217515,4,0,21,94,0,0,1
Loop,15662858,130,41.88597558,-87.617714,2,1,0,,0,0,1
Irving Park,15663486,125,41.95018833,-87.71645213,2,1,18,100,1,0,0
Near North Side,15663863,600,41.89344978,-87.62711504,2,1,5,84,0,0,0
Lake View,15664364,700,41.94192726,-87.6659749,4,1,17,100,1,0,0
Near North Side,15664445,100,41.89152888,-87.62789536,1,1,5,96,0,1,0
Near North Side,15664962,600,41.89304361,-87.62845002,4,1,11,98,0,0,0
North Center,15665725,84,41.9480317,-87.68418346,3,1,25,99,1,0,0
Near North Side,15666062,100,41.90320973,-87.63434132,2,1,5,92,0,0,1
Lake View,15666693,220,41.9377101,-87.64263264,4,1,17,92,0,0,1
Edgewater,15669026,45,41.98857513,-87.67131491,2,1,120,99,1,0,0
Logan Square,15672186,50,41.9248059,-87.71358077,2,1,112,98,1,0,0
Lake View,15673365,150,41.95209399,-87.66875556,2,1,6,100,0,0,0
Lower West Side,15673954,80,41.85872771,-87.66231276,4,1,92,94,1,0,1
Lake View,15677440,350,41.94267393,-87.66141812,4,1,5,100,0,0,1
Lake View,15678106,200,41.94518125,-87.66087316,12,3,24,96,0,0,1
Grand Boulevard,15678284,120,41.80975948,-87.61019242,2,1,20,100,1,0,1
Woodlawn,15679030,55,41.78385813,-87.60582731,2,1,4,65,0,0,0
Uptown,15683773,150,41.97192228,-87.65088605,4,1,2,100,0,0,1
Lincoln Square,15687705,250,41.97343228,-87.69473856,6,2,10,100,1,0,1
Near North Side,15692664,180,41.89716032,-87.63862846,2,1,1,100,1,0,1
West Town,15694333,129,41.89737709,-87.67789918,6,2,84,96,1,0,1
Logan Square,15701616,81,41.92140144,-87.70711107,2,1,23,95,0,0,0
Uptown,15702552,450,41.968301,-87.65658975,6,2,15,90,0,0,1
Lake View,15719729,400,41.94770934,-87.64396244,2,1,19,99,1,0,0
Near West Side,15726549,107,41.88286174,-87.67757705,12,4,68,94,0,0,1
Avondale,15729236,100,41.93377176,-87.70430741,4,2,4,93,0,0,1
Uptown,15729809,125,41.9621801,-87.65971798,2,1,12,93,0,0,1
Lake View,15734494,300,41.93588172,-87.65128412,4,1,4,100,0,0,1
Lake View,15734650,115,41.94604532,-87.66093929,4,1,93,96,0,0,1
