neighbourhood_cleansed,id,price,latitude,longitude,people,rooms,review.num,ratings.old,superhost,no.private,living
Near North Side,21797009,280,41.89179642,-87.6198501,4,2,0,,0,0,1
Oakland,21799936,89,41.81823402,-87.60173138,5,2,7,91,0,0,1
Near North Side,21802525,69,41.89426331,-87.64302569,4,1,0,,0,0,0
Logan Square,21804628,125,41.92119452,-87.70176759,2,1,0,,0,0,1
Jefferson Park,21808592,24,41.97497455,-87.78705065,2,1,14,99,1,0,0
Lake View,21810308,290,41.94315841,-87.65966877,6,3,0,,0,0,1
Near South Side,21810646,220,41.85661669,-87.62823646,5,3,0,,0,0,1
Jefferson Park,21810955,23,41.97557852,-87.78523074,2,1,1,100,1,0,0
West Town,21811012,80,41.89955006,-87.67699639,2,0,1,100,0,0,1
Near North Side,21811065,75,41.89293658,-87.61510381,2,1,2,100,0,0,1
Near North Side,21812384,290,41.89169445,-87.61968741,3,1,3,100,0,0,1
Lincoln Park,21814029,975,41.93186509,-87.66258076,16,7,2,100,0,0,1
Edgewater,21814794,60,41.99277957,-87.65752489,2,1,0,,0,0,1
Brighton Park,21815575,25,41.81084805,-87.69131694,1,0,6,80,0,0,0
Albany Park,21817363,175,41.96880975,-87.70767478,6,3,47,98,1,0,1
Lincoln Park,21817797,135,41.92907,-87.64152206,3,1,0,,0,0,1
Near West Side,21817989,275,41.88651988,-87.65703618,4,2,0,,0,0,1
Hyde Park,21828694,150,41.7985234,-87.58555352,1,1,0,,0,0,0
Near West Side,21828958,100,41.87218361,-87.65226022,4,2,4,80,0,0,1
Uptown,21833845,225,41.97614561,-87.66323246,6,4,0,,0,0,1
Lake View,21838090,54,41.94639799,-87.64944188,1,1,1,100,1,1,0
West Town,21839421,59,41.90723838,-87.69523691,8,4,31,97,1,0,1
Near North Side,21845396,79,41.90866615,-87.63441544,5,2,39,71,0,0,1
Irving Park,21846991,179,41.95192568,-87.70892989,6,2,40,100,1,0,1
Woodlawn,21849180,150,41.77706973,-87.60941675,7,3,0,,0,0,1
Lower West Side,21850760,75,41.85604267,-87.64940953,4,1,75,97,1,0,1
Belmont Cragin,21854557,45,41.92198633,-87.76961174,3,1,3,60,0,0,0
West Town,21856463,200,41.90303618,-87.67277869,5,2,9,100,1,0,1
Lake View,21859866,80,41.94511822,-87.65431454,3,1,4,100,0,0,0
Lake View,21860008,23,41.94653508,-87.65523425,1,1,3,87,0,1,0
South Shore,21860425,55,41.75354187,-87.57408159,2,1,18,97,1,0,0
Lincoln Square,21862111,95,41.96703647,-87.69350478,5,1,44,99,1,0,1
West Town,21862235,183,41.89212165,-87.65681264,5,2,16,100,1,0,1
Loop,21862717,139,41.88204031,-87.62529643,2,1,0,,0,0,0
Kenwood,21866181,50,41.80932962,-87.60439225,2,0,59,93,0,0,1
Garfield Ridge,21866338,40,41.79590175,-87.77177361,1,1,0,,0,0,0
West Town,21868450,125,41.90027456,-87.66903626,6,2,5,100,1,0,1
Near North Side,21868975,66,41.90891847,-87.6349355,2,1,29,77,0,0,1
West Town,21869591,59,41.90148983,-87.69207267,4,2,14,98,0,0,1
Edgewater,21878178,75,41.99691705,-87.66893311,6,2,35,89,0,0,1
Lincoln Park,21879603,152,41.92802528,-87.64454221,5,2,38,99,1,0,1
Near North Side,21883870,199,41.89145515,-87.62612846,2,1,8,88,0,0,0
West Town,21884568,90,41.89811923,-87.67535362,1,0,0,,0,0,1
Near West Side,21890842,119,41.88124319,-87.64060749,3,1,110,97,1,0,1
West Ridge,21891700,36,42.01132445,-87.69867278,1,1,1,,0,0,0
Grand Boulevard,21893203,99,41.81386764,-87.61661045,8,2,18,93,0,0,1
West Town,21894548,63,41.90223652,-87.67912704,2,1,39,100,1,0,1
Logan Square,21900672,284,41.92447595,-87.72320276,12,4,29,99,1,0,1
Uptown,21901126,29,41.97427236,-87.65757247,2,1,29,99,0,0,0
Logan Square,21912531,180,41.91755962,-87.68795001,14,3,8,90,1,0,1
Avondale,21922221,35,41.93369254,-87.72943742,2,1,0,,1,0,0
Edgewater,21924486,130,41.98851214,-87.65653539,3,1,4,80,0,0,1
Rogers Park,21924768,75,42.01398967,-87.67174352,4,2,2,100,0,0,0
Lincoln Park,21924833,200,41.91392429,-87.63952088,5,2,39,97,1,0,1
New City,21925832,55,41.81593223,-87.64197457,2,1,1,100,0,0,0
Garfield Ridge,21926532,105,41.79528982,-87.76420036,4,1,17,100,1,0,1
Near West Side,21927025,37,41.8841528,-87.68420427,2,1,21,89,0,0,0
Belmont Cragin,21928135,35,41.92382477,-87.76794105,2,1,8,90,0,0,0
Belmont Cragin,21928176,30,41.92360099,-87.76807825,1,1,5,92,0,0,0
Edgewater,21933351,200,41.99395984,-87.67300774,10,3,39,100,1,0,1
North Center,21934488,120,41.93461587,-87.6750138,5,2,3,100,0,0,1
Lincoln Park,21945406,125,41.9289538,-87.64110342,4,1,48,89,0,0,1
Armour Square,21946108,35,41.8501523,-87.63702858,2,0,56,93,0,0,0
Norwood Park,21948542,140,41.99571373,-87.8045092,4,2,0,,0,0,1
East Garfield Park,21949889,18,41.88334406,-87.71076521,1,1,55,94,1,1,0
East Garfield Park,21950178,18,41.88348475,-87.71073142,1,1,37,96,1,1,0
Near North Side,21961095,130,41.89283804,-87.6403789,6,2,7,100,0,0,1
Rogers Park,21967071,25,42.00991905,-87.67186063,4,1,0,,0,0,1
Rogers Park,21967501,40,42.00282221,-87.66152275,2,1,5,100,0,0,1
Near North Side,21967838,155,41.90672066,-87.63055678,3,1,9,96,1,0,1
Lake View,21968794,115,41.9469475,-87.6500784,4,2,74,98,1,0,1
Logan Square,21975454,125,41.92563083,-87.70120011,2,1,0,,1,0,0
Lake View,21978451,125,41.96030317,-87.66863578,4,2,32,100,1,0,1
Logan Square,21980644,28,41.92080737,-87.70917292,2,1,109,97,0,0,0
Douglas,21980739,135,41.82531287,-87.62612698,6,3,0,,1,0,0
Uptown,21983043,88,41.97050639,-87.65855952,2,1,11,92,0,0,0
Lake View,21983138,99,41.94670724,-87.66585572,4,2,0,,0,0,1
Lake View,21984955,70,41.94836899,-87.65938591,6,2,2,100,0,0,1
West Town,21990025,70,41.90071283,-87.66671058,2,1,8,95,0,0,0
Woodlawn,21994824,85,41.77608387,-87.59451046,4,1,22,96,1,0,1
West Town,22000679,94,41.89982604,-87.69577981,8,2,64,99,1,0,1
Near West Side,22002128,500,41.87115601,-87.68796915,14,4,40,99,1,0,1
Lake View,22002450,65,41.94784758,-87.65349242,15,4,32,94,0,0,0
West Town,22009651,37,41.89793385,-87.6763114,2,1,25,97,0,0,0
Irving Park,22012220,95,41.95045701,-87.73770741,6,3,38,100,1,0,1
Lake View,22017438,71,41.93507101,-87.63952173,3,1,2,100,0,0,1
West Town,22017690,50,41.89994937,-87.66845772,2,1,1,,0,0,0
Lake View,22018379,35,41.95310179,-87.65598837,2,1,44,96,0,0,0
Lincoln Park,22031417,550,41.92211992,-87.64022242,16,4,2,100,1,0,1
Grand Boulevard,22032776,95,41.82039613,-87.61087671,2,1,0,,0,0,0
Bridgeport,22034025,35,41.84749398,-87.64428376,1,1,0,,0,0,0
West Garfield Park,22036047,29,41.87527905,-87.73238081,2,1,16,89,0,0,0
Armour Square,22041177,35,41.84993036,-87.63564472,2,0,68,96,0,0,0
Irving Park,22045956,107,41.94944767,-87.70486906,6,2,9,100,0,0,1
Loop,22048485,120,41.88596041,-87.61665549,2,0,2,100,0,0,1
Lincoln Square,22064521,40,41.98045449,-87.7006436,3,2,3,93,0,0,0
Lake View,22065880,199,41.94263106,-87.64798071,10,4,17,87,0,0,1
Lake View,22065883,150,41.93659455,-87.65545626,6,2,3,100,0,0,1
Rogers Park,22067591,80,42.02111951,-87.66844032,2,1,1,100,0,0,0
Logan Square,22068107,60,41.91679716,-87.67277565,2,1,36,99,1,0,0
North Lawndale,22075846,160,41.85518457,-87.70317129,8,4,0,,0,0,1
Montclare,22078823,69,41.93261145,-87.79105656,2,1,11,100,1,0,0
North Center,22080106,159,41.93800506,-87.68118004,10,4,24,98,1,0,1
North Center,22080443,699,41.93892243,-87.68065559,16,7,13,100,1,0,1
Fuller Park,22081135,44,41.81259879,-87.63285839,2,1,2,50,0,0,0
Lake View,22084619,100,41.94616627,-87.64309386,1,1,0,,0,0,0
Logan Square,22086231,65,41.91690181,-87.70827504,5,2,10,100,1,0,1
West Town,22088346,250,41.89181515,-87.66363706,4,2,9,100,1,0,1
Douglas,22099433,150,41.82408417,-87.62597021,6,3,18,100,1,0,1
Near West Side,22100965,33,41.86684387,-87.68730826,4,2,2,100,0,0,0
Lincoln Square,22101398,85,41.97759564,-87.6840882,6,2,40,99,1,0,1
Logan Square,22102971,70,41.91875659,-87.67781792,3,2,0,,0,0,1
Near North Side,22103017,395,41.8957164,-87.63412469,4,2,4,85,0,0,1
Logan Square,22105877,179,41.92067248,-87.71722416,10,4,3,100,0,0,1
Uptown,22106227,45,41.95567779,-87.6517397,2,1,24,97,1,0,1
Near North Side,22107900,150,41.89164759,-87.63300291,2,1,0,,0,0,1
Hyde Park,22109063,45,41.80044861,-87.59822424,2,1,45,97,1,0,0
South Shore,22109587,35,41.76042188,-87.56215101,2,2,9,100,1,0,0
Edgewater,22110212,75,41.99312685,-87.65842603,4,2,27,93,0,0,1
Edgewater,22110694,75,41.99283115,-87.65862533,4,2,33,95,0,0,1
Edgewater,22110866,75,41.99250751,-87.65876406,4,2,27,88,0,0,1
Edgewater,22111059,75,41.99322694,-87.65944995,4,2,38,91,0,0,1
Near North Side,22118123,200,41.89473808,-87.62987332,3,1,21,98,1,0,1
Near North Side,22118215,250,41.89504568,-87.62872638,5,2,48,98,1,0,1
West Town,22120161,35,41.89206561,-87.66336089,2,1,21,96,0,0,0
Avondale,22123761,100,41.93280366,-87.71091989,4,1,46,98,1,0,1
Uptown,22130253,100,41.95972192,-87.65147932,6,2,6,100,1,0,0
Near North Side,22135505,699,41.89533333,-87.63294053,12,4,14,94,0,0,1
Near North Side,22143180,479,41.90281208,-87.62538158,8,3,13,98,0,0,1
North Center,22143927,51,41.95783894,-87.69055977,3,1,28,97,1,0,1
Near North Side,22146345,75,41.90007728,-87.61930063,5,1,6,100,0,0,0
West Town,22148940,350,41.89426885,-87.65807635,10,4,32,97,1,0,1
West Town,22150002,250,41.89396544,-87.65722425,7,3,49,96,1,0,1
Albany Park,22152280,100,41.96982365,-87.70517927,2,1,20,98,0,0,1
Near North Side,22156143,399,41.90174401,-87.62644656,4,2,3,90,0,0,1
Near North Side,22156370,209,41.90191575,-87.62651851,2,1,2,100,0,0,1
Loop,22174327,135,41.88745201,-87.61597723,2,1,4,100,0,0,1
Lincoln Park,22177312,399,41.91593597,-87.65396506,10,3,1,,0,0,1
Lincoln Square,22191143,85,41.97315321,-87.69969935,6,2,55,99,1,0,1
Grand Boulevard,22193516,109,41.80854606,-87.60979205,6,3,0,,0,0,1
Near West Side,22193757,180,41.87869997,-87.64844474,2,1,7,97,0,0,1
Lower West Side,22195412,45,41.85892621,-87.66070585,2,1,1,,0,0,1
Near North Side,22207923,352,41.8927166,-87.62921867,6,2,3,93,1,0,1
Near North Side,22207969,349,41.8929794,-87.62943532,6,2,2,100,1,0,1
Near North Side,22208024,356,41.89274683,-87.62778153,6,2,8,100,1,0,1
Near North Side,22208093,348,41.89301837,-87.62932146,6,2,8,95,1,0,1
Near North Side,22208149,348,41.89171177,-87.6282541,6,2,1,100,1,0,1
Near North Side,22208207,350,41.89087358,-87.6288975,6,2,4,100,1,0,1
Near North Side,22208261,347,41.89167855,-87.62918628,6,2,2,100,1,0,1
Near North Side,22208324,350,41.89274341,-87.62951267,6,2,1,100,1,0,1
Near North Side,22208400,346,41.89235176,-87.62935441,6,2,0,,1,0,1
Near North Side,22208453,348,41.89282894,-87.62861633,6,2,3,93,1,0,1
Near North Side,22208495,347,41.89170656,-87.62949996,6,2,2,100,1,0,1
Logan Square,22209733,85,41.93057554,-87.71630643,5,2,0,,1,0,1
Woodlawn,22216264,210,41.78493646,-87.59998883,8,4,42,94,0,0,1
East Garfield Park,22220266,14,41.88230371,-87.70859882,2,1,16,94,1,1,0
Uptown,22220827,48,41.95796932,-87.65416562,2,1,0,,0,0,0
Woodlawn,22221220,112,41.78413992,-87.61032404,10,3,35,98,1,0,1
Bridgeport,22224320,27,41.83798223,-87.65151271,2,1,23,76,0,0,0
Irving Park,22224648,66,41.95560095,-87.6989413,4,1,15,99,0,0,1
West Town,22226616,65,41.89750498,-87.68959455,2,1,0,,0,0,1
Lincoln Park,22227557,120,41.92590027,-87.63802779,4,1,1,,0,0,1
Lincoln Park,22228730,215,41.92783137,-87.64730886,8,4,9,84,0,0,1
Lincoln Park,22230033,85,41.91278155,-87.65085952,5,1,37,99,1,0,0
Edgewater,22230328,150,41.98731175,-87.66342803,5,2,7,100,0,0,1
Lincoln Park,22231900,80,41.92402454,-87.64108827,4,1,1,100,0,0,1
Lower West Side,22232345,99,41.84634696,-87.68084535,6,3,23,92,0,0,1
Near North Side,22235416,348,41.89093946,-87.62720191,6,2,1,100,1,0,1
Lincoln Park,22242000,70,41.92714766,-87.63792972,2,1,0,,0,1,0
Near North Side,22242352,164,41.8920086,-87.63758849,4,2,3,87,0,0,1
Uptown,22242620,119,41.95841821,-87.64920412,4,2,3,100,0,0,1
Near North Side,22242931,175,41.91091106,-87.64169057,6,3,52,98,1,0,1
West Town,22242962,70,41.89666895,-87.68418688,2,1,1,100,0,0,1
Washington Park,22243239,30,41.79281851,-87.62211277,3,1,28,95,1,0,0
Uptown,22244557,89,41.97017114,-87.65565586,4,0,19,94,0,0,1
Logan Square,22248852,100,41.92646144,-87.70770145,2,1,11,98,1,0,0
Hyde Park,22263956,99,41.80135855,-87.5937485,3,1,58,98,1,0,1
West Town,22264297,99,41.91022459,-87.67186925,5,2,60,96,1,0,1
Near North Side,22264327,89,41.89882935,-87.61939626,3,0,5,88,0,0,0
Logan Square,22264612,99,41.91492084,-87.67266324,4,2,64,96,1,0,1
West Town,22264763,49,41.9083708,-87.66523644,2,1,17,75,0,0,0
West Town,22265007,99,41.9106326,-87.67203335,6,2,73,96,1,0,1
Hyde Park,22265266,99,41.80077834,-87.59243656,3,1,61,93,1,0,1
Uptown,22269245,60,41.97136055,-87.66270209,2,0,5,100,0,0,1
Lake View,22278355,118,41.95060677,-87.6719949,4,1,45,99,1,0,1
Humboldt Park,22280515,75,41.89217597,-87.69519531,2,1,3,100,0,0,0
Hyde Park,22287352,65,41.79727471,-87.59695826,2,1,0,,1,0,0
West Town,22289354,10,41.89960941,-87.6673325,4,1,0,,0,0,0
Riverdale,22292200,60,41.65572572,-87.60550142,2,1,0,,0,0,0
Near North Side,22301348,50,41.9046008,-87.62984732,3,1,50,93,0,0,1
Near North Side,22302505,149,41.90292502,-87.62508156,2,1,16,96,0,0,1
Logan Square,22305950,55,41.92347234,-87.68846314,2,1,1,100,0,0,0
Lower West Side,22306887,35,41.85252839,-87.66764084,8,2,33,88,0,0,0
Lower West Side,22306888,27,41.85374258,-87.66918895,8,1,9,78,0,0,0
Chatham,22307184,105,41.74887818,-87.60668492,10,3,40,95,0,0,1
Uptown,22310932,79,41.96032267,-87.65536148,4,1,19,100,1,0,1
Near North Side,22316426,210,41.89502527,-87.62772086,5,2,44,97,1,0,1
West Town,22316627,121,41.90949707,-87.66436065,9,2,48,100,1,0,1
Hyde Park,22320506,99,41.79385543,-87.5946918,3,1,50,94,1,0,1
West Town,22325114,40,41.90924895,-87.67215261,2,1,22,99,1,0,0
Near West Side,22326891,75,41.87355595,-87.68290701,2,1,5,92,0,0,0
Near North Side,22336253,80,41.89768245,-87.61890711,3,0,5,100,0,0,0
New City,22340358,40,41.79793177,-87.65297399,2,1,22,86,0,0,0
West Garfield Park,22352557,200,41.8766218,-87.7304434,8,3,14,93,1,0,1
Lake View,22357433,55,41.94745389,-87.66957084,2,1,1,,0,0,0
Humboldt Park,22359140,50,41.90519005,-87.72299907,2,1,8,98,0,0,0
Near North Side,22367433,199,41.90194556,-87.62654929,2,1,1,100,0,0,1
Near North Side,22368721,149,41.90303399,-87.6267877,2,1,10,94,0,0,1
West Town,22371286,60,41.89220466,-87.68019929,4,1,3,100,0,0,1
Lake View,22371480,187,41.95165214,-87.67006964,6,3,12,95,1,0,1
Near West Side,22372438,92,41.88254766,-87.64067913,2,0,88,95,1,0,1
West Town,22376515,89,41.89931675,-87.67166363,4,2,0,,0,0,1
Humboldt Park,22386054,35,41.90341811,-87.7233747,2,1,12,90,0,1,0
Avondale,22386089,75,41.94555968,-87.70600107,4,2,6,90,0,0,1
Lower West Side,22387707,129,41.85700119,-87.65381709,4,2,28,92,0,0,1
Logan Square,22388130,89,41.9219142,-87.7141271,2,1,60,99,1,0,1
Lincoln Park,22389768,149,41.9155998,-87.63670605,4,1,45,100,1,0,1
Avondale,22397026,110,41.93383915,-87.71279348,6,2,16,100,1,0,1
Edgewater,22398218,149,41.9850073,-87.66214573,3,1,6,100,0,0,1
Hyde Park,22399540,125,41.8015768,-87.60253526,8,4,69,99,1,0,1
Near North Side,22407641,250,41.90630331,-87.63037118,4,1,0,,0,0,1
Woodlawn,22424599,50,41.78387935,-87.61084311,2,1,24,98,1,0,0
Lake View,22429421,199,41.94670473,-87.65484859,6,2,10,98,1,0,1
Portage Park,22430282,90,41.94789552,-87.75256865,4,2,29,99,1,0,1
West Ridge,22434146,33,42.01696735,-87.68734634,6,2,0,,1,0,0
West Ridge,22435069,25,42.01746669,-87.68667361,3,1,0,,1,0,0
Logan Square,22435792,112,41.91729587,-87.69085209,9,3,36,97,1,0,1
Lake View,22438030,32,41.95215784,-87.66379867,2,1,7,97,0,0,0
Logan Square,22438448,29,41.91933635,-87.68729307,2,1,11,100,1,0,0
Logan Square,22439519,39,41.9200109,-87.6858466,2,1,8,100,1,0,0
Near North Side,22449611,150,41.89234321,-87.61807763,4,2,1,100,0,0,1
Lake View,22451053,299,41.94641611,-87.6556592,10,4,35,99,1,0,1
Near North Side,22453740,175,41.89902553,-87.62985499,2,1,15,97,1,0,0
Near North Side,22467928,116,41.89808384,-87.62075958,4,0,51,96,0,0,0
West Town,22470450,70,41.90734044,-87.66392295,2,1,104,99,1,0,0
Lincoln Square,22470940,45,41.96735381,-87.69118546,2,1,16,95,0,0,0
West Ridge,22478199,20,42.01606082,-87.688395,2,1,13,94,1,1,0
West Town,22479583,120,41.89957513,-87.69017718,6,3,37,99,1,0,1
Edgewater,22481672,100,41.98076281,-87.65379103,3,1,1,,0,0,1
West Town,22484267,60,41.89901054,-87.69133001,2,1,1,100,1,0,0
West Town,22486605,60,41.89918104,-87.69005152,2,1,2,100,1,0,0
Logan Square,22493210,240,41.92041285,-87.71975186,6,3,2,90,1,0,1
Lincoln Park,22495688,125,41.92607797,-87.65292721,2,1,23,98,1,0,1
Near North Side,22504956,129,41.89074791,-87.62146931,4,1,2,100,0,0,1
Lower West Side,22505241,30,41.84925821,-87.68327605,2,1,1,,0,0,0
West Town,22505702,50,41.89967973,-87.69127089,2,1,1,100,1,0,0
Jefferson Park,22511544,39,41.97459371,-87.78533786,1,1,0,,1,0,0
Lincoln Park,22514079,88,41.92767415,-87.66259199,6,2,44,91,0,0,1
Lake View,22516216,69,41.95456658,-87.66510469,6,2,15,92,0,0,1
Lincoln Park,22516898,50,41.92737561,-87.64423022,2,0,22,98,0,0,1
Near West Side,22518079,250,41.88761295,-87.64982939,4,1,9,100,1,0,1
Lake View,22524066,100,41.94790379,-87.65078993,1,1,10,100,0,0,0
Near North Side,22528686,1500,41.90286669,-87.62825011,10,5,7,100,0,0,1
Lower West Side,22530115,100,41.85199922,-87.67133495,2,1,7,77,0,0,0
South Shore,22531919,90,41.77103666,-87.58739791,4,2,95,96,1,0,1
Dunning,22535439,39,41.93999798,-87.78711161,2,1,7,94,1,0,0
North Park,22543042,75,41.97460155,-87.71546596,4,1,20,100,1,0,0
North Center,22546058,100,41.95067438,-87.6878001,2,1,0,,0,0,0
Lower West Side,22554090,49,41.85870314,-87.66429348,2,1,48,96,1,0,0
Lower West Side,22555451,49,41.84842916,-87.6831303,2,1,35,98,1,0,0
West Town,22559829,349,41.89862249,-87.66732096,8,2,34,92,0,0,1
West Town,22559934,79,41.90466202,-87.66945324,6,2,39,98,1,0,1
Hyde Park,22567457,90,41.80185507,-87.59219404,1,1,7,80,0,0,0
West Garfield Park,22569267,37,41.8751706,-87.73436723,2,1,7,91,0,0,0
North Center,22572450,349,41.93659993,-87.68308073,8,4,4,93,0,0,0
Lake View,22574129,150,41.9529435,-87.64541675,2,1,0,,0,0,1
Lincoln Square,22582564,50,41.97732893,-87.68868808,2,1,28,96,1,0,0
Mckinley Park,22583075,75,41.82965001,-87.67652245,2,0,14,97,1,0,0
Grand Boulevard,22584967,350,41.81005728,-87.62269398,16,6,13,83,0,0,1
Lake View,22585160,45,41.95469961,-87.67336884,2,1,6,93,0,0,0
Lower West Side,22586282,49,41.85685814,-87.66408718,2,1,34,96,1,0,0
Mckinley Park,22586737,55,41.83098994,-87.67646671,1,1,14,99,1,0,0
Mckinley Park,22588022,55,41.82907624,-87.67684027,1,1,7,100,1,0,0
Rogers Park,22588362,50,42.0050182,-87.66282597,2,1,3,100,1,0,0
Rogers Park,22588794,80,42.00487671,-87.66367899,4,1,0,,1,0,0
Lower West Side,22591565,49,41.84903013,-87.68261335,2,1,29,98,1,0,0
Avondale,22598257,75,41.93648715,-87.6982033,4,2,0,,0,0,1
Norwood Park,22598312,25,41.98200509,-87.81839855,1,1,46,96,0,1,0
North Center,22599315,199,41.94454527,-87.67977966,4,2,2,100,0,0,1
West Town,22599491,35,41.90794264,-87.68965072,2,1,23,90,0,0,0
Fuller Park,22599760,51,41.81273919,-87.63307825,2,1,0,,0,0,0
Bridgeport,22602386,20,41.83882896,-87.65601795,1,1,12,93,1,0,0
Logan Square,22616072,79,41.9204797,-87.71200999,6,2,49,97,0,0,1
West Town,22616547,225,41.89691621,-87.67251667,8,3,7,100,0,0,1
Edgewater,22617065,80,41.9822888,-87.66469348,2,1,20,99,0,0,0
South Lawndale,22618481,25,41.84519508,-87.72126614,2,1,34,88,0,1,0
West Ridge,22627276,30,42.01689704,-87.68674274,3,1,4,85,1,0,0
West Ridge,22627823,200,42.01585762,-87.68668352,12,2,0,,1,0,1
Near North Side,22628686,159,41.91093085,-87.6330345,14,3,9,93,0,0,1
South Lawndale,22629688,25,41.845687,-87.72141325,2,1,35,95,0,1,0
Loop,22629702,300,41.88699268,-87.62629094,4,1,0,,0,0,1
Uptown,22629758,35,41.9577968,-87.64549908,3,1,4,100,0,0,0
Near West Side,22632654,69,41.8850944,-87.64320544,2,1,23,97,0,0,1
South Lawndale,22632709,25,41.84579368,-87.72127824,2,1,38,96,0,1,0
South Lawndale,22632919,25,41.84442704,-87.72232512,2,1,26,95,0,1,0
South Lawndale,22633151,25,41.84395627,-87.72078775,2,1,28,87,0,1,0
Near West Side,22633375,69,41.88708761,-87.6449067,2,1,21,93,0,0,1
South Lawndale,22633382,25,41.84457894,-87.72066457,2,1,48,96,0,1,0
Near West Side,22634227,69,41.88484579,-87.64499818,2,1,20,94,0,0,1
Jefferson Park,22637033,69,41.97624909,-87.78509079,3,1,0,,1,0,0
Englewood,22639004,15,41.77681649,-87.65357217,5,1,22,77,0,1,0
Lake View,22644791,79,41.95444475,-87.66384558,10,2,14,94,0,0,1
Bridgeport,22646808,80,41.83936057,-87.6495501,4,2,46,90,0,0,1
Lower West Side,22647101,20,41.85185348,-87.66949192,8,1,23,88,0,0,0
Near South Side,22649160,149,41.8548767,-87.62446343,7,2,24,97,0,0,1
Near South Side,22653652,149,41.85492921,-87.62588005,7,2,28,88,0,0,1
Lake View,22655037,199,41.9435616,-87.66597241,11,4,50,97,0,0,1
Lake View,22657745,75,41.94287216,-87.64655056,3,1,10,100,1,0,1
Lincoln Square,22666638,80,41.96922999,-87.69723004,4,1,7,97,0,0,1
Uptown,22671057,500,41.96612461,-87.66844203,6,3,2,100,0,0,1
New City,22671909,235,41.81649872,-87.67803811,6,3,11,100,1,0,1
Austin,22673292,69,41.88421462,-87.773709,4,1,37,96,1,0,1
Near North Side,22674065,71,41.90848757,-87.62801778,4,1,10,98,1,0,1
Near West Side,22675503,99,41.8776693,-87.68301377,8,2,48,96,1,0,1
Near North Side,22675870,65,41.90108359,-87.63443773,2,0,4,93,0,0,1
Near South Side,22675947,155,41.85800594,-87.63221623,8,3,46,95,1,0,1
Near West Side,22681695,77,41.87993855,-87.6872072,4,1,42,95,1,0,0
Lake View,22685146,69,41.94692621,-87.6510193,6,2,2,100,1,0,1
Loop,22685871,250,41.88054821,-87.62845165,6,2,38,100,1,0,1
Loop,22687426,120,41.88337535,-87.62384952,4,2,48,96,0,0,1
Avondale,22687770,95,41.93280908,-87.69158953,4,1,18,97,1,0,1
Lake View,22688995,258,41.93883324,-87.66470115,4,2,5,96,0,0,1
Bridgeport,22690422,125,41.84769379,-87.64651194,4,1,11,95,0,0,1
